State Name,Non-Elderly Population,Non-Elderly Uninsured Population,Non-Elderly Percent Uninsured,HIU Income < 100% FPL,HIU Income 100-138% FPL,HIU Income 139-249% FPL,HIU Income 250-400% FPL,HIU Income 400% FPL,Age 0-18,Age 19-34,Age 35-49,Age 50-64,Male,Female,Less than High School,High_School,College Grad,Spanish/Hispanic/Latino Origin,White Non-Latino,Black Non-Latino,Asian / Native-Hawaiian / Pac Islander,American Indian / Alaska Native,Multi-racial or Other,Internet Access in HH,Cellular data plan for mobile device in HH,High Speed Internet service in HH,SNAP Recipient,Disabled,Full-time Worker in Family,"Self-Employed, Incorporated","Self-Employed, Unincorporated",No English Speaking Adults in HH,English Speaker,Other Language Spoken in HH,Non-Elderly Unisured Population,Total Children,Total married,Industrial Employed
MISSISSIPPI,-0.4661874031293938,0.11586160656684816,2.204546072996252,0.6716734174261982,0.3235147429081005,-0.08346666820355964,-0.23901103210079708,-0.4710624605239519,-0.0028477337315965844,0.2304381585999978,0.09172954863979635,0.023322596711582523,0.10555594262365618,0.1293354450445013,0.07020782999200488,0.22846513751198944,-0.2387101021360671,-0.6293100583299854,-0.013419008459797056,1.720576612339139,-0.5809610053021458,-0.18814736661371473,0.28139355932687754,0.004763597732230679,-0.007987369284128187,-0.19190398869552552,0.4095588743993429,0.5699406082973422,-0.03569134148739807,0.030640992697448625,0.23736784427381208,-0.5362361258940669,0.3359518540964855,-0.6691276778918477,"3,73,200",0.04718808620351241,-0.09606191477380535,0.02991570182106427
MISSOURI,0.31082443019689304,0.8636071010486922,0.9028286058610342,1.0264606065206474,0.9005019951221929,0.9169632567596661,0.6494353372235554,0.543023302966925,0.9977974274879188,0.8206497263049891,0.7500367051510347,0.9636214348639184,0.7443513885012993,1.0234720567333306,0.4166971205806628,1.152694214927471,0.36045991747111583,-0.32399290765638467,1.6131424213913301,0.560827277806862,-0.18272663243358628,-0.20307969729734288,1.6516121970939495,0.8839456960854024,0.8982638895314904,0.7726047933097154,1.0998332186052304,1.6792472943231183,0.863084409543977,0.7323744415274109,0.7078362457333677,-0.3413485470999677,1.20514026614001,-0.09256960215928392,"5,78,000",0.9455766504626887,0.74525453235807,0.8533331339123251
MONTANA,-0.9288963396563712,-0.9287184030584232,0.35473704075146884,-0.9569280168507314,-0.8864361367348843,-0.9127704217914967,-0.9156423729769596,-0.8014949003131141,-0.8071810377091362,-0.9839971688472215,-0.9140174960301513,-0.8777260177066268,-0.9540633275599689,-0.8892027821836435,-1.0023340195119772,-0.9269701823517235,-0.7581344716516466,-0.8695768195129909,-0.7674982154744916,-0.8778705118242861,-0.7211843760305118,1.5738676540544072,-1.0730754389256305,-0.9200183476998501,-0.9179584896033511,-0.9230459906868548,-0.8849250738951587,-0.9666255433708706,-0.9078648504163647,-0.5972257773083072,-0.7947822201527639,-0.819708967776393,-0.8995962679759216,-0.7195765095184471,"87,100",-0.9309504789471201,-0.9060033010319782,-0.9318005485249528
NEBRASKA,-0.7063315980142206,-0.7395913688095974,-0.09058735590005335,-0.7485439750633289,-0.37834288478516115,-0.6875274269898348,-0.8293473613869562,-0.7855429894267407,-0.580877091166303,-0.7439111074079031,-0.7494407069023417,-0.7753341297045576,-0.7745202288665485,-0.6879140570401678,-0.710968025153333,-0.7535655005155499,-0.6676123823584751,-0.4404540888411602,-0.6971964248303346,-0.7426227760187728,-0.6258324839352228,-0.17321503593008658,-0.8053315671780417,-0.7252601223254441,-0.728710535607478,-0.7561970577077872,-0.7145520169283112,-0.6883189189615769,-0.7092981147233864,-0.7942035875061914,-0.6843661667489906,-0.41886065230216624,-0.7722862687408849,-0.6186788462652484,"1,38,900",-0.6542275842876092,-0.7723687824958378,-0.7488733882092646
NEVADA,-0.4153694878732543,0.052332448344269616,1.6564545078866864,-0.1180486691424704,0.5043614936020697,0.1637155793385239,0.11401401531285293,-0.07226468836461826,0.40613530218918625,-0.02665399885793909,0.03687061893052648,-0.015927627022544022,0.009799623320498621,0.11032964267043924,0.1977788869814653,0.0008342493284214534,0.037166741424074674,0.9591784850371335,-0.5262520707377002,-0.3791444860414557,0.7427476143736295,-0.0985533825119458,0.30501801859872363,0.133892136656618,0.13941214279619563,0.26152600192532915,0.05124852778865317,-0.13562548175438818,0.06026674609628997,-0.2771368357367454,-0.03147124227450538,0.13701187357645755,-0.04368839542094427,-0.4529183994921363,"3,55,800",0.23167001597651973,0.08056805755222374,-0.03236780852770889
NEW HAMPSHIRE,-0.8594648856726922,-0.9980893229566412,-0.9127247035644016,-0.9943302807612908,-1.0758946374618996,-1.0634199572757252,-0.9411386264012788,-0.7901006782514188,-1.0443911985431902,-1.0180093608844583,-0.9518092031632038,-0.9442807449079719,-0.9994215840719909,-0.9911429949172491,-0.9850095549825443,-1.009203330438981,-0.8939176055914039,-0.8643308203605236,-0.8274397422342465,-0.8643457382437348,-0.5585252659856071,-0.6211849564389311,-1.0966998981974765,-0.9809601994034388,-0.9709665160297137,-0.9324693523501243,-0.9305920788553447,-1.0293425291532468,-0.9981224575495365,-0.9296258320172367,-0.948404555323231,-0.7975626520043363,-1.0003451882338643,-0.553816062745335,"68,100",-1.0251131306020926,-0.9861840121536625,-0.974957626561898
NEW JERSEY,1.0847635523681576,1.1524091938881154,-0.09058735590005335,0.9644797120402918,1.2320543713944698,1.2957810207442793,1.0416853899053888,1.2563016040290476,0.7442279452170334,1.0337261058323843,1.4546691800834344,1.1223288612671258,1.0851682881263536,1.238583183603397,1.27504559044802,0.9929950577725071,1.46827786739231,2.6567838107755737,-0.0807607237084106,0.6436665159877389,1.3989929893823825,-0.5913202950716748,1.131874093113336,1.2555631414387547,1.3344176508291048,1.3463212239852467,0.7257150625852457,0.3621905928932216,1.2559425205920465,1.4710412297694766,0.9478711444372225,3.0381792397158884,0.4829536877455747,2.321767339970827,"6,57,100",1.3337573776933915,1.4157512036220095,1.2397851508795161
NEW MEXICO,-0.6811294574831235,-0.48182363487200863,1.1426186655964687,-0.4023058748627219,-0.21902550917380725,-0.4783732175311487,-0.5802685779339921,-0.614629658501312,-0.37093246606030117,-0.5238322177551945,-0.48489875697097357,-0.44768008809793597,-0.5174901086317572,-0.430471824882418,-0.33297970814752437,-0.4824344687785776,-0.646059503955339,0.4524149669087858,-0.9909839078380223,-0.7950312736434092,-0.6426592884226268,4.201957854372962,-0.8525804857217338,-0.492999218979599,-0.5636416813850333,-0.5394597394525865,-0.05062402173791548,-0.633441556401998,-0.49743025797920387,-0.708025795544617,-0.5835515092933716,-0.08223665256690403,-0.5451432485229776,-0.2871579527190242,"2,09,500",-0.4274685456082877,-0.44815982013424494,-0.5473102169230776
NEW YORK,3.6420569564351086,2.4361363221098746,-0.8784689807450536,2.3312652989433054,1.8865473739059775,1.9832109399441564,2.5734218456279483,3.1568578439198145,1.94391151725133,2.3762073327139066,2.634745712496173,2.427825433293509,2.587030559302193,2.2165181057596817,2.459408983732887,2.039977964941431,3.6364974347477994,2.8960013721280857,1.23573280845954,1.7391731760123972,5.168197194560861,-0.0985533825119458,2.3524711554920494,2.5319326928530783,2.574526479593217,2.67501521850626,2.157200025760305,1.2049500893438996,2.3409339663402817,2.6898414303688853,2.6713217171309003,3.40580808153203,1.9470186789484973,3.1505695738363877,"10,08,700",1.9784832885146828,2.4685588018284723,2.4825128298070056
NORTH CAROLINA,1.3948710166288785,2.7274941856823904,1.2453858340545125,2.7715433769761764,3.2902626292925006,2.7744866554486958,2.7381668677543183,1.8647530621235737,2.2929103745703983,2.611291601206573,2.879782265197578,2.827153796501579,2.5738010678195202,2.924052294139538,2.8893706943269946,2.7765009434620858,2.1040877802848246,2.1877914865449912,2.277679347690835,3.0155736826769295,0.3949936549672817,1.5141383313198946,2.7698366026279966,2.8153336116145224,2.7981831524974305,2.840201205309456,3.6027363750769603,2.737596429400714,2.7556439191153297,2.591352525269943,2.8729510320421388,2.0814583983630377,2.8024686018659386,0.3182280268001678,"10,88,500",2.723136911296353,2.7056148173186694,2.7581296236338604
NORTH DAKOTA,-0.9985346107370229,-1.0378863243719347,0.012179812557990421,-1.0157030029958962,-1.1318710126766998,-0.9976021990544602,-1.0333173887815095,-0.9587351647645085,-0.965321144931839,-1.0430183256177208,-1.0590888879279983,-0.9835309686420983,-1.0347002280257858,-1.0369297006365805,-1.01965848404141,-1.0485322273502782,-0.9391786502379896,-0.8779704181569387,-0.9414026449626695,-0.820390224106943,-0.7380111805179157,0.45394285278229585,-1.1518236364984507,-1.025281546096958,-1.017929767512719,-0.9945526762493123,-0.958694851138536,-0.9862246014278632,-1.0323253402526333,-0.6464702298577782,-0.9820094411417707,-0.8551430730116838,-1.030111914673711,-0.7484044133050752,"57,200",-1.0760378299665165,-1.104712019898761,-1.0416549289826313
OHIO,1.6679582205314933,1.6044155035407146,-0.22761024717744482,1.4325423289781494,1.1976073712622852,1.7623557956905789,1.7418517339424615,1.557109066457802,2.491948785385179,1.6029301431614351,1.0767521087529086,1.6991364970121159,1.5809592308341496,1.6290660323795814,1.3994667447957654,1.7414358838420394,1.2570596590415766,-0.20123652748864823,2.613647905085017,1.2894744544590653,0.6473957222783405,-0.39719999618450885,1.6043632785502575,1.434127028598221,1.4023051232698847,1.49155185667799,0.7889463002224262,1.9418746722868179,1.666377113029207,1.298685645846328,1.3607311702078528,0.40719692599554963,1.928242743809517,2.192041772931,"7,80,900",1.6835043695547178,1.2077461704222778,1.5355092197008564
OREGON,-0.1698480484671383,-0.2890454995759082,-0.39888886127418405,-0.39375678596887975,-0.33528413461993034,-0.2648311575243783,-0.15075477024738457,-0.197601131043266,-0.4772680553997047,-0.3017526109238249,-0.17768875059906233,-0.2872661302280275,-0.25857006104229824,-0.3293955122567242,-0.23218282361264203,-0.3072421098100724,-0.27534999542139843,-0.04910255206709457,-0.1473624201081383,-0.8034842571312538,-0.171508762775317,-0.26280902003185547,-0.1753459865954798,-0.24880564537011404,-0.22792418068473752,-0.24400963553948682,0.07583845353644561,-0.006271698578237604,-0.2903128016104515,-0.2525146094620099,-0.2523033490820519,-0.190753599849982,-0.307925336279276,-0.38084864002556584,"2,62,300",-0.34483601456412816,-0.24712702268422498,-0.215294968843397
PENNSYLVANIA,1.9107614923773972,1.4017793954169726,-0.6386789210096186,1.398345973402781,1.0469017456839775,1.248977281564713,1.347640430997219,1.7029551088475012,1.9466380708241353,1.4548770719405222,1.071875759445418,1.3510040778050805,1.5444206353105763,1.198843778639449,1.6845329338709794,1.2796192913230207,1.3411158848138074,0.48598936148457694,1.9927720908697777,0.7265057541686158,0.8493173761271876,-0.4867939802862778,1.0688755350550798,1.1153542658409876,1.076817241704501,1.1063026592678504,1.0084992086848585,1.3147048144630575,1.3452500476501323,1.040152269961605,1.4279409418449323,1.1623862938226839,1.4382366316458866,2.7037370651436508,"7,25,400",1.5028658133186483,1.3553251604578416,1.3202142508574595
RHODE ISLAND,-0.9263554438935642,-1.0806042066250479,-1.25528193175788,-1.0573798113533766,-1.1017298875610382,-1.086821826865508,-1.0411623898351463,-1.0065908974236286,-1.2216171807755296,-1.0820323106016099,-1.0188590061412004,-1.0159550665094204,-1.074388702473805,-1.0835803064638239,-0.9802847010199717,-1.123614666908209,-0.9736632556830074,-0.7583616374806827,-1.0709059435176955,-0.8119372406190983,-0.6482682232517615,-0.6211849564389311,-1.2226970143139888,-1.0721598935612568,-1.065358001683675,-1.0322461229023907,-0.9200535392491479,-1.0763802684900288,-1.0817295041571062,-0.9788702845667078,-1.1116282864418523,-0.7532700204602228,-1.1194120939932513,-0.6979555816784759,"45,500",-1.1529053007052696,-1.0361517016932629,-1.0548963051985123
